,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
401,Delhi,"North Indian, South Indian, Chinese",200,50,3.4,27,10,30 
402,Pune,"Fast Food, Beverages",100,50,-,-,-,30 
403,Mumbai,Fast Food,150,50,-,-,-,30 
404,Bangalore,"Mediterranean, European, Continental",400,50,4.3,124,88,30 
405,Gurgaon,"North Indian, Chinese",200,50,3.4,17,4,45 
406,Mumbai,"Chinese, Mughlai",250,50,-,-,-,30 
407,Bangalore,"Andhra, Biryani, Chinese",150,50,NEW,-,-,30 
408,Noida,Bakery,150,50,3.7,21,20,30 
409,Noida,"Chinese, North Indian",200,50,3.5,110,35,45 
410,Mumbai,"Mughlai, North Indian, Chinese, Seafood",150,50,4.0,1210,503,45 
411,Kolkata,"Chinese, North Indian",150,50,2.5,17,5,30 
412,Mumbai,"Fast Food, Italian",200,50,3.4,16,4,30 
413,Bangalore,"North Indian, Fast Food",200,50,-,-,-,30 
414,Hyderabad,"Cafe, Beverages, Fast Food, Desserts",250,50,3.5,158,44,65 
415,Delhi,North Indian,150,50,3.4,18,8,30 
416,Gurgaon,Chinese,350,50,3.9,81,47,65 
417,Delhi,Lebanese,100,50,-,-,-,30 
418,Bangalore,"Biryani, Chinese, North Indian",150,50,3.3,93,13,65 
419,Bangalore,"Bohri, Biryani",250,50,3.7,96,55,30 
420,Noida,Bakery,150,99,-,-,-,45 
421,Noida,"Rolls, North Indian, Chinese",200,50,-,-,-,30 
422,Hyderabad,"South Indian, Beverages",100,50,3.3,1097,57,45 
423,Delhi,North Indian,150,50,3.6,16,4,65 
424,Pune,"Bakery, Fast Food",200,50,3.7,101,44,120 
425,Noida,Bakery,150,50,3.7,79,12,30 
426,Noida,"Biryani, Mughlai",200,99,2.9,6,2,30 
427,Pune,"Continental, Beverages, Desserts, Fast Food",500,50,4.1,1552,855,30 
428,Bangalore,"North Indian, Fast Food",150,50,3.8,154,71,45 
429,Bangalore,"North Indian, Bengali, Chinese, Odia",200,50,2.6,19,11,30 
430,Mumbai,"Juices, Beverages",100,50,3.2,9,2,45 
431,Bangalore,"Fast Food, Beverages",50,50,-,-,-,30 
432,Gurgaon,"North Indian, Kebab, Biryani",500,99,4.2,671,301,65 
433,Hyderabad,North Indian,100,50,NEW,-,-,30 
434,Bangalore,Burger,150,50,3.4,40,17,30 
435,Delhi,"Beverages, Fast Food",150,50,NEW,-,-,30 
436,Pune,"Fast Food, Street Food, Beverages",100,50,NEW,-,-,30 
437,Bangalore,Bakery,100,50,-,-,-,30 
438,Delhi,North Indian,100,50,3.3,20,11,30 
439,Noida,"North Indian, South Indian, Chinese, Desserts",200,50,2.8,11,5,30 
440,Delhi,"Pizza, Continental, Fast Food",200,50,3.3,22,10,30 
441,Delhi,"Fast Food, Chinese",150,50,NEW,-,-,30 
442,Mumbai,"Rolls, Lebanese",100,50,3.7,55,25,30 
443,Pune,"Cafe, Fast Food, Beverages",200,50,3.7,31,17,30 
444,Mumbai,"Fast Food, Pizza",150,50,3.0,73,28,45 
445,Gurgaon,"Biryani, Mughlai, Kebab",100,50,NEW,-,-,30 
446,Noida,North Indian,300,50,4.7,81,74,45 
447,Bangalore,"Beverages, Ice Cream",100,50,-,-,-,30 
448,Noida,"North Indian, Afghan, Lebanese",200,50,3.3,17,4,30 
449,Delhi,"Fast Food, Beverages",200,50,3.3,9,4,30 
450,Delhi,"North Indian, Chinese, Mughlai",300,50,3.7,104,47,45 
451,Bangalore,Fast Food,150,50,3.5,24,9,30 
452,Bangalore,"Beverages, Desserts, Ice Cream",200,50,4.0,53,42,20 
453,Bangalore,"South Indian, Chinese",100,50,3.4,9,1,30 
454,Kolkata,"South Indian, Continental, Fast Food",300,99,3.9,232,105,65 
455,Pune,"North Indian, Asian, Biryani, Chinese",400,50,4.0,648,305,30 
456,Pune,"European, Italian, Pizza, Fast Food",200,50,NEW,-,-,30 
457,Bangalore,"Fast Food, Tea, Beverages",100,50,4.1,124,48,45 
458,Delhi,"Fast Food, Italian, Chinese, Desserts, Beverages",200,50,3.7,228,94,45 
459,Pune,"Chinese, North Indian, Maharashtrian",250,50,3.3,47,23,30 
460,Delhi,Chinese,150,50,3.8,140,36,30 
461,Mumbai,"Desserts, Ice Cream, Beverages",150,50,3.8,100,13,45 
462,Kolkata,South Indian,100,50,3.7,75,16,30 
463,Gurgaon,"North Indian, Mithai, Fast Food, South Indian, Chinese",200,50,4.0,1169,336,30 
464,Delhi,"Chinese, Momos",150,50,3.9,1450,307,45 
465,Mumbai,"Ice Cream, Desserts",100,50,-,-,-,30 
466,Pune,"Chinese, North Indian, Mughlai",350,50,3.9,2768,1369,30 
467,Delhi,"Momos, Rolls",100,50,3.6,52,11,30 
468,Kolkata,Fast Food,100,50,3.8,61,11,30 
469,Noida,"Chinese, South Indian, North Indian",200,50,3.6,92,49,30 
470,Mumbai,Fast Food,100,50,2.8,12,6,30 
471,Kolkata,"Fast Food, Healthy Food, Sandwich, Salad",200,50,3.7,132,52,30 
472,Mumbai,"South Indian, North Indian, Fast Food",200,50,3.7,182,107,45 
473,Mumbai,"Cafe, Desserts, Fast Food, Beverages",200,0,4.3,102,76,30 
474,Hyderabad,South Indian,150,99,4.1,1008,245,45 
475,Noida,"North Indian, Chinese, Mughlai",300,50,3.6,179,95,45 
476,Delhi,"North Indian, Chinese, Street Food, Fast Food",150,50,3.2,8,1,30 
477,Noida,"Chinese, Fast Food",200,50,3.4,66,4,30 
478,Bangalore,"Biryani, Mughlai, Chinese, Seafood",250,50,-,-,-,30 
479,Pune,"South Indian, Fast Food, North Indian",200,50,3.7,68,26,30 
480,Gurgaon,"Mithai, Street Food",100,50,NEW,-,-,45 
481,Delhi,"North Indian, Mughlai",100,50,3.4,14,8,30 
482,Hyderabad,"South Indian, Fast Food, Desserts",150,50,3.8,892,70,45 
483,Noida,"North Indian, Chinese",200,50,NEW,-,-,30 
484,Kolkata,"Fast Food, North Eastern, Momos",100,50,-,-,-,30 
485,Bangalore,"Mughlai, North Indian, Rolls",200,50,3.9,189,124,45 
486,Pune,"Asian, Continental, North Indian",500,50,4.6,1507,1131,30 
487,Bangalore,"Ice Cream, Desserts, Beverages",100,50,3.8,60,23,30 
488,Delhi,"Beverages, Fast Food, Ice Cream",200,50,3.7,302,155,45 
489,Pune,Street Food,50,50,3.4,14,-,30 
490,Mumbai,"Bakery, Desserts",200,50,3.6,28,11,30 
491,Mumbai,"Pizza, Fast Food",200,99,4.3,110,76,45 
492,Gurgaon,"Mithai, North Indian",200,50,3.3,26,2,30 
493,Pune,"Cafe, Fast Food",300,50,3.9,95,53,45 
494,Bangalore,Mangalorean,150,50,3.5,10,-,30 
495,Mumbai,"Fast Food, Italian, Chinese",150,99,3.4,256,90,65 
496,Noida,"North Indian, Chinese",100,50,3.4,15,7,30 
497,Noida,"Pizza, Fast Food",100,50,NEW,-,-,30 
498,Pune,"Ice Cream, Desserts, Fast Food",150,50,4.2,542,366,30 
499,Gurgaon,"Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",200,50,3.1,41,25,45 
500,Delhi,"South Indian, Chinese",150,50,3.7,177,30,30 
501,Pune,"North Indian, Chinese",200,50,3.3,13,9,30 
502,Bangalore,"North Indian, Mughlai, Chinese, Biryani, Rolls",200,50,3.6,894,256,30 
503,Hyderabad,"Biryani, North Indian, Chinese, Kebab",200,50,4.0,157,17,30 
504,Pune,"Finger Food, Salad, Continental, Italian, Sandwich",600,50,4.2,1392,739,45 
505,Bangalore,"Fast Food, Beverages",150,50,3.1,17,9,30 
506,Pune,"Chinese, Biryani, North Indian",200,50,3.4,29,11,30 
507,Bangalore,"South Indian, Street Food, Fast Food",100,50,3.8,101,38,30 
508,Bangalore,"Fast Food, North Eastern, Momos",100,50,-,-,-,30 
509,Pune,"Street Food, Fast Food, Beverages",200,50,3.8,150,64,45 
510,Delhi,"North Indian, Mughlai",800,50,4.0,646,351,45 
511,Delhi,"South Indian, North Indian, Chinese",300,50,3.8,323,141,65 
512,Bangalore,"Chinese, Thai, Continental",150,99,3.8,56,15,30 
513,Delhi,North Indian,250,50,3.5,488,169,45 
514,Delhi,"North Indian, Chinese",200,50,4.3,250,121,30 
515,Pune,Street Food,100,50,4.0,31,23,30 
516,Noida,"Bakery, Desserts",150,50,3.3,7,1,30 
517,Delhi,"Pizza, Fast Food",400,50,3.8,630,240,30 
518,Noida,Bakery,250,50,-,-,-,65 
519,Delhi,South Indian,100,50,3.2,11,-,30 
520,Noida,"Italian, North Indian, Chinese",800,50,4.1,903,556,45 
521,Pune,Maharashtrian,100,0,3.3,12,1,30 
522,Noida,"North Indian, Fast Food",150,50,3.6,43,11,30 
523,Bangalore,"Desserts, Ice Cream",100,50,3.8,15,5,30 
524,Mumbai,"North Indian, South Indian, Chinese, Beverages",150,50,-,-,-,30 
525,Kolkata,"Fast Food, North Eastern, Momos",100,50,-,-,-,30 
526,Bangalore,Biryani,150,50,3.4,9,-,30 
527,Delhi,"North Indian, Street Food",200,99,3.1,6,1,30 
528,Hyderabad,"North Indian, Chinese",100,50,-,-,-,30 
529,Pune,"Chinese, Fast Food",100,50,3.1,4,2,30 
530,Bangalore,Beverages,100,50,3.0,11,4,45 
531,Delhi,"Cafe, Italian, North Indian, Chinese",400,50,4.0,387,220,45 
532,Pune,South Indian,100,50,3.6,33,8,30 
533,Noida,Bakery,150,99,-,-,-,65 
534,Bangalore,"South Indian, Chinese",100,50,3.9,25,9,30 
535,Delhi,"North Indian, Thai, Goan, Mughlai, Seafood",200,99,4.1,-,-,30 
536,Gurgaon,"North Indian, Mughlai, Kebab",500,99,4.1,872,502,65 
537,Bangalore,"Burger, Fast Food, Desserts, Beverages",150,50,-,-,-,30 
538,Delhi,"Biryani, Hyderabadi, North Indian, Mughlai",100,50,2.8,-,-,30 
539,Bangalore,"North Indian, Chinese",200,50,3.4,80,46,30 
540,Hyderabad,South Indian,100,50,3.4,18,1,30 
541,Delhi,"North Indian, South Indian, Chinese",300,50,NEW,-,-,30 
542,Delhi,"North Indian, Rolls",250,50,-,-,-,30 
543,Pune,"Fast Food, Street Food, Beverages",200,50,3.6,109,8,45 
544,Mumbai,"Desserts, South Indian",200,50,4.5,127,80,30 
545,Delhi,North Indian,200,50,3.2,22,3,45 
546,Noida,"Desserts, Bakery",100,50,-,-,-,30 
547,Delhi,"Chinese, Healthy Food",200,50,3.9,649,351,45 
548,Delhi,"Street Food, North Indian, Mithai, South Indian, Burger, Beverages",150,50,4.0,298,66,30 
549,Gurgaon,North Indian,100,50,3.3,9,1,30 
550,Mumbai,North Indian,250,50,4.0,353,176,30 
551,Hyderabad,"Fast Food, North Indian, Biryani, Rolls, Wraps",250,50,3.9,418,121,65 
552,Pune,"Pizza, Fast Food, Italian",400,200,2.6,986,691,45 
553,Mumbai,Desserts,100,50,4.0,168,102,65 
554,Bangalore,"Arabian, North Indian, Mughlai, Chinese, Beverages, Desserts",350,50,4.2,431,259,30 
555,Bangalore,Kerala,100,50,3.8,50,18,30 
556,Delhi,"South Indian, Fast Food, Mithai",100,50,3.5,229,30,45 
557,Noida,"North Indian, Chinese, Beverages",600,50,4.3,857,621,65 
558,Pune,Bakery,200,50,4.2,242,94,80 
559,Pune,"Fast Food, Street Food",100,50,3.4,18,7,30 
560,Gurgaon,"Chinese, North Indian, Fast Food",350,50,3.4,29,12,65 
561,Pune,"North Indian, Chinese, Fast Food",200,50,4.0,689,310,30 
562,Delhi,"North Indian, Chinese",200,50,3.1,21,3,45 
563,Delhi,"Bakery, Desserts, Fast Food",200,50,3.1,8,2,45 
564,Bangalore,"North Indian, Street Food, Chinese",200,50,3.7,660,391,65 
565,Mumbai,"North Indian, Italian, Continental, Finger Food",500,50,3.9,268,142,45 
566,Mumbai,Street Food,50,50,3.8,-,-,30 
567,Delhi,"North Indian, Chinese",250,50,3.9,915,721,45 
568,Delhi,"Fast Food, Desserts",200,50,3.7,110,56,65 
569,Delhi,Chinese,100,50,3.0,12,2,30 
570,Bangalore,"North Indian, Chinese, Arabian, Mughlai",200,50,NEW,-,-,30 
571,Noida,"North Indian, South Indian",150,50,-,-,-,30 
572,Mumbai,Desserts,150,50,-,-,-,30 
573,Kolkata,"Mishti, Fast Food, South Indian",100,50,4.0,381,89,65 
574,Bangalore,"Beverages, Fast Food",100,50,3.8,10,4,30 
575,Noida,"Desserts, Fast Food",200,50,3.9,334,189,45 
576,Gurgaon,North Indian,200,50,3.7,61,7,30 
577,Noida,"Bakery, Desserts",200,50,4.4,214,169,65 
578,Delhi,"Chinese, Fast Food",100,50,-,-,-,30 
579,Bangalore,"Asian, Chinese, Continental, Italian",350,50,4.3,249,139,30 
580,Pune,Maharashtrian,100,50,NEW,-,-,30 
581,Pune,"Fast Food, Pizza, Desserts",200,50,3.4,20,5,30 
582,Gurgaon,North Indian,200,50,3.4,-,-,30 
583,Mumbai,"Street Food, Fast Food",100,50,NEW,-,-,30 
584,Delhi,"North Indian, South Indian, Chinese, Street Food",200,50,3.5,121,41,30 
585,Gurgaon,North Indian,200,50,3.1,4,1,30 
586,Pune,Maharashtrian,150,50,NEW,-,-,45 
587,Noida,"Ice Cream, Beverages",100,50,-,-,-,30 
588,Mumbai,"North Indian, Chinese, Mughlai, Maharashtrian",250,50,3.2,74,36,30 
589,Bangalore,"Burger, Fast Food, Beverages",200,50,4.0,2037,1062,65 
590,Noida,Bengali,200,50,NEW,-,-,30 
591,Pune,"Mithai, Gujarati",150,50,3.4,19,10,30 
592,Pune,"Continental, North Indian, Thai",550,50,4.6,391,220,30 
593,Kolkata,"North Indian, Beverages",100,50,2.7,7,-,30 
594,Kolkata,"Biryani, North Indian",100,50,3.1,7,2,30 
595,Mumbai,Paan,50,50,-,-,-,30 
596,Gurgaon,"Bakery, Fast Food",250,50,2.7,5,3,120 
597,Bangalore,"Chinese, Seafood, Biryani",350,50,3.4,205,97,45 
598,Delhi,"North Indian, Chinese, Mughlai, Fast Food, Beverages",250,0,4.0,1270,741,65 
599,Delhi,"North Indian, Chinese, Italian, Fast Food",550,50,4.1,897,565,45 
600,Bangalore,"Biryani, Chinese, North Indian",250,50,3.0,13,2,65 
601,Pune,"Fast Food, North Indian, Beverages",200,50,4.0,421,165,45 
602,Delhi,"Cafe, Fast Food",300,50,4.5,1349,972,65 
603,Mumbai,"North Indian, Chinese, Continental, Seafood",400,99,3.9,239,98,65 
604,Pune,"Cafe, Chinese",150,50,3.2,73,34,65 
605,Bangalore,"Bengali, Seafood, Rolls",250,50,3.7,318,187,45 
606,Delhi,"North Indian, Chinese",200,50,3.3,9,2,30 
607,Noida,Chinese,200,50,NEW,-,-,30 
608,Delhi,"North Indian, Chinese",150,50,2.9,41,15,30 
609,Hyderabad,South Indian,150,50,3.3,9,3,30 
610,Bangalore,"Chinese, Continental, Italian, Healthy Food, Asian, North Indian, Pizza, Desserts",200,50,3.7,697,314,45 
611,Pune,"North Indian, Biryani, Kebab, BBQ",200,50,3.5,21,9,30 
612,Bangalore,"Juices, Fast Food",100,50,4.0,113,60,30 
613,Pune,"North Indian, Chinese",150,50,3.7,59,21,30 
614,Bangalore,"Bakery, Sandwich, Desserts",200,50,3.9,39,25,30 
615,Bangalore,"Fast Food, Chinese",100,50,3.6,17,4,30 
616,Gurgaon,"Burger, Sandwich, Finger Food, Beverages",300,50,3.9,64,11,30 
617,Delhi,North Indian,250,50,NEW,-,-,30 
618,Gurgaon,Biryani,150,50,3.5,64,15,30 
619,Delhi,Chinese,250,50,-,-,-,30 
620,Noida,"Rolls, North Indian, Chinese, Momos, Biryani",200,50,3.7,50,30,30 
621,Noida,"North Indian, South Indian, Chinese",150,99,3.0,318,64,65 
622,Delhi,Thai,400,99,4.2,368,136,65 
623,Kolkata,"Bengali, Chinese",100,50,3.0,13,5,30 
624,Mumbai,"Desserts, Beverages",100,50,3.2,4,2,30 
625,Bangalore,"Fast Food, Street Food, Juices",100,50,3.6,646,214,45 
626,Bangalore,"Biryani, North Indian",150,50,3.3,7,3,30 
627,Mumbai,"North Indian, Chinese, South Indian, Fast Food, Street Food",300,50,4.2,305,167,30 
628,Bangalore,Mithai,100,50,3.1,8,1,30 
629,Delhi,"Mithai, North Indian",100,50,3.8,241,88,45 
630,Kolkata,Street Food,150,50,4.1,260,123,45 
631,Bangalore,"Biryani, Mughlai, Chinese, Arabian",300,50,3.7,572,167,45 
632,Noida,"Pizza, Fast Food",200,0,3.7,684,97,30 
633,Pune,Fast Food,150,50,3.2,13,1,45 
634,Bangalore,"Desserts, Ice Cream",100,50,3.3,5,-,30 
635,Delhi,"North Indian, Chinese",200,50,3.7,83,41,45 
636,Mumbai,"Chinese, North Indian, Fast Food, Biryani",150,50,2.8,4,3,30 
637,Gurgaon,"South Indian, North Indian, Chinese, Fast Food",150,50,3.2,14,-,65 
638,Delhi,Street Food,50,50,3.4,16,5,30 
639,Noida,"Fast Food, Rolls",150,99,3.5,49,27,65 
640,Hyderabad,South Indian,150,50,3.8,385,20,45 
641,Pune,"North Indian, Maharashtrian",200,50,3.8,189,47,30 
642,Pune,"South Indian, Street Food",100,50,3.7,184,67,30 
643,Noida,"North Indian, Chinese",200,50,3.7,40,35,30 
644,Noida,"North Eastern, Momos, Fast Food, Beverages, Tibetan",100,50,2.9,4,3,30 
645,Delhi,"North Indian, Chinese, Continental, Italian",600,50,4.2,910,572,45 
646,Delhi,"Chinese, North Indian, Rolls, Biryani, Momos",200,50,3.9,992,513,45 
647,Hyderabad,South Indian,50,50,3.8,382,110,45 
648,Noida,"Maharashtrian, Healthy Food",100,50,3.4,8,5,30 
649,Gurgaon,"South Indian, North Indian",200,50,3.0,5,-,30 
650,Hyderabad,Mithai,100,50,4.1,551,24,30 
651,Mumbai,"Chinese, North Indian, Fast Food, Biryani",150,50,2.8,4,3,30 
652,Mumbai,Mithai,100,50,3.2,40,17,30 
653,Gurgaon,"Biryani, North Indian, Mughlai, Kebab",300,99,4.1,354,171,65 
654,Mumbai,Fast Food,100,50,3.3,10,4,30 
655,Pune,Fast Food,150,50,4.3,140,55,30 
656,Pune,"North Indian, Chinese",150,50,3.9,656,183,45 
657,Bangalore,Desserts,150,50,3.9,81,26,45 
658,Gurgaon,"North Indian, Mughlai",350,50,3.8,179,84,45 
659,Mumbai,"Continental, North Indian, Italian, Beverages, Desserts",200,50,3.6,68,25,65 
660,Delhi,"Fast Food, Pizza",200,50,3.5,19,10,30 
661,Pune,"South Indian, Italian, Chinese",150,50,3.6,111,61,30 
662,Delhi,"North Indian, Chinese",200,50,-,-,-,30 
663,Pune,Fast Food,150,50,3.5,19,6,30 
664,Mumbai,"North Indian, Chinese, South Indian, Fast Food, Street Food",300,50,4.2,305,167,30 
665,Delhi,"North Indian, Chinese",100,50,3.4,207,107,45 
666,Delhi,"Mithai, Bakery, Fast Food",100,50,4.0,389,252,30 
667,Mumbai,"Fast Food, Street Food",100,50,3.3,24,10,45 
668,Pune,"North Indian, Chinese",400,99,3.7,263,120,65 
669,Mumbai,"Mithai, Fast Food",150,50,3.5,6,2,30 
670,Pune,"North Indian, Mughlai",200,50,3.8,126,70,30 
671,Delhi,"North Indian, Chinese",350,50,3.6,397,119,45 
672,Noida,"Street Food, Fast Food",100,50,3.2,11,5,30 
673,Delhi,"North Indian, Fast Food, Chinese, Continental",500,50,3.8,90,60,45 
674,Delhi,Mughlai,300,99,4.1,394,305,65 
675,Noida,"Chinese, North Indian, Momos",100,50,3.5,64,26,30 
676,Hyderabad,South Indian,50,50,3.5,12,2,30 
677,Bangalore,"North Indian, South Indian",200,50,3.1,12,5,45 
678,Bangalore,"North Indian, Chinese",200,50,3.5,13,-,30 
679,Noida,"Cafe, Beverages, Bakery",200,50,4.1,343,256,45 
680,Gurgaon,"Healthy Food, Beverages",150,50,3.1,6,3,30 
681,Bangalore,"Desserts, Beverages",150,50,4.0,119,60,30 
682,Noida,Biryani,150,50,NEW,-,-,30 
683,Noida,"North Indian, Mughlai, Kebab",900,450,4.2,1262,758,65 
684,Bangalore,"Fast Food, Chinese",100,50,3.6,82,23,45 
685,Delhi,North Indian,100,50,-,-,-,30 
686,Gurgaon,"Desserts, Beverages, Ice Cream",150,50,-,-,-,30 
687,Mumbai,"North Indian, South Indian, Chinese",200,50,3.8,521,258,30 
688,Gurgaon,"Biryani, North Indian",150,50,NEW,-,-,30 
689,Pune,Cafe,150,50,4.0,337,199,30 
690,Bangalore,South Indian,100,50,3.1,12,1,30 
691,Pune,Desserts,100,50,4.6,400,189,45 
692,Gurgaon,"North Indian, Chinese",500,50,3.9,166,69,65 
693,Bangalore,"Pizza, Italian, Beverages",350,50,4.3,497,287,30 
694,Noida,North Indian,200,99,3.4,37,14,30 
695,Bangalore,North Indian,100,50,2.9,307,62,45 
696,Delhi,"Beverages, Ice Cream",150,50,3.5,8,3,30 
697,Bangalore,Fast Food,100,0,3.4,8,2,30 
698,Pune,American,300,50,3.8,20,13,30 
699,Pune,"Bakery, Desserts",200,50,3.4,57,13,65 
700,Kolkata,"Fast Food, Chinese, BBQ",150,50,3.5,43,11,30 
701,Kolkata,Mishti,50,99,4.4,1512,579,45 
702,Delhi,North Indian,200,50,2.8,7,3,30 
703,Noida,"Chinese, Thai",450,50,3.6,119,47,65 
704,Mumbai,"North Indian, Chinese, South Indian, Fast Food",250,50,3.7,189,84,45 
705,Delhi,North Indian,150,50,3.4,43,11,30 
706,Pune,Biryani,150,50,3.4,18,14,30 
707,Delhi,Pizza,150,50,3.3,32,1,30 
708,Hyderabad,South Indian,100,50,3.7,-,-,30 
709,Noida,"North Indian, Chinese, Mughlai, Kebab",750,99,4.2,580,455,45 
710,Bangalore,"Fast Food, Rolls",100,50,-,-,-,30 
711,Noida,"Raw Meats, North Indian, Fast Food",200,50,3.6,60,31,30 
712,Mumbai,"Fast Food, Chinese",100,50,3.1,6,2,30 
713,Noida,"Burger, Fast Food",200,50,2.7,564,131,45 
714,Pune,"North Indian, Chinese, Seafood",500,50,3.1,46,32,30 
715,Delhi,"North Indian, Continental, Chinese, Italian, Lebanese, Momos",400,50,3.9,793,513,45 
716,Noida,"Italian, Fast Food",200,50,3.1,19,8,30 
717,Noida,"Burger, Fast Food",200,99,4.0,1155,845,65 
718,Gurgaon,"Salad, Rolls, Fast Food",200,50,3.7,71,22,45 
719,Delhi,"American, Fast Food",200,50,3.9,570,127,45 
720,Noida,"North Indian, Mughlai",150,50,2.8,38,12,65 
721,Mumbai,"Mughlai, Biryani, Afghan",400,50,3.4,23,12,30 
722,Hyderabad,"Bakery, Desserts, Ice Cream",150,50,3.9,76,22,45 
723,Bangalore,Lebanese,150,50,-,-,-,30 
724,Noida,"North Indian, Chinese",150,99,3.9,261,109,30 
725,Bangalore,"Biryani, North Indian, Fast Food, Chinese",200,50,3.5,41,18,30 
726,Noida,"Cafe, Italian, Chinese, Desserts",400,50,4.0,1398,906,45 
727,Pune,"Burger, Pizza, Fast Food",200,0,3.3,-,-,30 
728,Noida,"Fast Food, North Indian, Rolls, Chinese, Momos, Mughlai",200,50,3.9,562,294,65 
729,Noida,"Biryani, North Indian",150,50,3.1,4,1,30 
730,Bangalore,Gujarati,100,50,3.8,35,11,30 
731,Pune,"Chinese, Seafood",300,50,3.3,81,11,45 
732,Bangalore,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",600,99,4.2,3782,1948,30 
733,Pune,"Italian, Mexican, Pizza, Salad, Beverages",600,50,4.2,1114,453,45 
734,Delhi,Street Food,100,50,3.3,11,2,30 
735,Bangalore,"Street Food, Fast Food",100,50,3.8,280,76,45 
736,Delhi,Rolls,100,50,3.2,10,-,30 
737,Bangalore,"Ice Cream, Desserts",150,50,4.5,1118,465,30 
738,Kolkata,"Street Food, Chinese, North Indian, Fast Food",200,50,3.8,262,143,45 
739,Kolkata,Mishti,150,50,-,-,-,30 
740,Pune,"North Indian, Beverages",100,0,-,-,-,30 
741,Pune,"Rolls, Fast Food",150,50,4.5,425,258,45 
742,Pune,"Salad, Sandwich, Momos, Wraps, Beverages",200,50,3.0,5,2,30 
743,Delhi,"North Indian, Fast Food, Beverages",200,50,3.4,22,3,30 
744,Pune,"Seafood, North Indian, Chinese, Thai",400,50,3.8,203,107,30 
745,Pune,Bakery,100,50,3.2,45,11,30 
746,Hyderabad,"South Indian, North Indian, Chinese, Beverages",200,50,2.5,71,34,45 
747,Delhi,"North Indian, Chinese, Rolls",200,50,3.6,75,31,30 
748,Delhi,"North Indian, Chinese, Fast Food",200,50,3.8,88,25,30 
749,Hyderabad,North Indian,100,99,3.5,266,25,65 
750,Delhi,North Indian,200,50,-,-,-,30 
751,Mumbai,"Biryani, Chinese, Fast Food, Beverages, North Indian, Mughlai, Seafood",350,50,3.7,269,127,45 
752,Pune,"Fast Food, Biryani",200,50,3.3,11,7,30 
753,Noida,"North Indian, Chinese, Pizza, Rolls, Bakery, Beverages, Mithai",150,50,3.6,348,139,45 
754,Noida,"Mithai, Fast Food",100,99,3.0,60,9,45 
755,Delhi,North Indian,150,50,NEW,-,-,30 
756,Pune,"North Indian, Street Food",200,50,3.2,125,42,30 
757,Noida,Bakery,200,50,3.0,49,23,30 
758,Noida,"North Indian, Mughlai",250,50,3.3,14,5,30 
759,Bangalore,"European, Italian, American, Salad",650,50,4.6,2858,1673,30 
760,Delhi,"Healthy Food, Fast Food",150,50,3.5,49,9,45 
761,Delhi,"Italian, Continental",400,99,3.4,130,55,45 
762,Pune,"North Indian, Chinese, Goan",150,50,NEW,-,-,30 
763,Bangalore,"Healthy Food, North Indian, Biryani, Continental, Beverages",200,50,4.2,476,105,30 
764,Mumbai,Desserts,100,50,3.3,19,4,30 
765,Gurgaon,"Mithai, Street Food",100,50,3.2,9,3,30 
766,Delhi,Chinese,150,50,3.6,48,20,30 
767,Noida,North Indian,100,50,3.6,221,76,45 
768,Pune,"North Indian, Chinese",350,50,3.6,124,56,45 
769,Gurgaon,North Indian,150,50,3.2,6,2,45 
770,Hyderabad,"North Indian, Street Food, South Indian, Mithai",300,99,4.2,3021,1174,65 
771,Bangalore,"Rajasthani, North Indian",600,50,4.3,860,484,65 
